City,Category,Country iso3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
Vavuniya,UMIC,LKA,0.0,0.0,0.0,425.748180464445,29.27122318945159,6.6497258659144585,0.0,0.0,41.92848954998688,0.0,0.0,0.0,32.60644395171871,127.80524521123066,0.0,0.0,0.0,0.0,51.58198566649174,51.58198566649174,0.0,0.0,101.81745362109683,0.0,203.0134375491997,0.0
Veracruz,UMIC,MEX,0.0,0.0,0.0,403.6034303534304,55.66943866943867,83.504158004158,0.0,0.0,0.0,0.0,0.0,0.0,139.17359667359668,0.0,0.0,0.0,0.0,0.0,347.93399168399174,0.0,41.752079002079,0.0,222.67775467775468,0.0,111.33887733887734,0.0
Vicente Guerrero,UMIC,MEX,0.0,0.0,0.0,390.731288981289,53.8939708939709,80.84095634095635,0.0,0.0,0.0,0.0,0.0,0.0,134.73492723492726,0.0,0.0,0.0,0.0,0.0,336.8373180873181,0.0,40.42047817047818,0.0,215.5758835758836,0.0,107.7879417879418,0.0
Vlore,UMIC,ALB,0.0,0.0,0.0,813.5250523602384,80.33671661027871,27.89592395682294,0.0,0.0,27.89592395682294,0.0,0.0,0.0,85.35524407926535,85.35524407926535,27.89592395682294,0.0,0.0,73.64266151119703,105.44546479780892,55.22796842274851,0.0,0.0,180.75559851780247,0.0,108.7884646367005,0.0
Worodougou,LMIC,CIV,0.0,0.0,0.0,260.95255444903245,35.262326937090116,0.0,0.0,0.0,4.487490891425796,0.0,0.0,0.0,53.2163387579953,53.2163387579953,0.0,0.0,0.0,0.0,87.83904137316816,46.80390251801473,0.0,0.0,47.443526839931984,0.0,51.93304185895879,0.0
Xinjiang,UMIC,CHN,0.0,0.0,0.0,906.5081967213115,313.5081967213115,89.14754098360656,0.0,0.0,89.14754098360656,0.0,0.0,0.0,534.8852459016395,0.0,0.0,0.0,0.0,0.0,197.27049180327867,197.27049180327867,0.0,0.0,500.31147540983613,0.0,71.06557377049181,0.0
Yamoussoukro,LMIC,CIV,0.0,0.0,0.0,351.32377945105657,47.47591288154805,0.0,0.0,0.0,6.042020888996842,0.0,0.0,0.0,71.64602056513642,71.64602056513642,0.0,0.0,0.0,0.0,118.25763096105578,63.0131163468545,0.0,0.0,63.87539470488219,0.0,69.91943972148005,0.0
Yucatan,UMIC,MEX,0.0,0.0,0.0,512.3082120582121,70.66320166320166,105.9948024948025,0.0,0.0,0.0,0.0,0.0,0.0,176.6580041580042,0.0,0.0,0.0,0.0,0.0,441.64501039501044,0.0,52.99740124740125,0.0,282.65280665280665,0.0,141.32640332640332,0.0
Yunnan,UMIC,CHN,0.0,0.0,0.0,817.6065573770492,174.85245901639342,75.12295081967214,0.0,0.0,75.12295081967214,0.0,0.0,0.0,568.7868852459017,0.0,0.0,0.0,0.0,0.0,213.79508196721315,213.79508196721315,0.0,0.0,480.60655737704917,0.0,47.24590163934426,0.0
Zacatlan,UMIC,MEX,0.0,0.0,0.0,475.74168399168406,65.61954261954263,98.42931392931393,0.0,0.0,0.0,0.0,0.0,0.0,164.04885654885658,0.0,0.0,0.0,0.0,0.0,410.1221413721414,0.0,49.21465696465697,0.0,262.4781704781705,0.0,131.23908523908526,0.0
Zambezi,UMIC,NAM,0.0,0.0,0.0,401.00931677018633,9.627329192546583,52.17391304347826,0.0,0.0,52.17391304347826,0.0,0.0,0.0,110.63664596273291,110.63664596273291,0.0,0.0,0.0,0.0,46.8555900621118,46.8555900621118,0.0,0.0,27.95031055900621,0.0,62.732919254658384,0.0
